time,Event_context,Component,Event_name,Description,Origin,matrik
9/7/2020 19:18:00,Assignment: Lab06 : Method,File submissions,Submission created.,The user with id '10134' created a file submission and uploaded '1' file/s in the assignment with course module id '67791'.,web,844820
9/7/2020 19:18:00,Assignment: Lab06 : Method,Assignment,Submission form viewed.,The user with id '10134' viewed their submission for the assignment with course module id '67791'.,web,844820
9/7/2020 19:18:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '10134' viewed the course with id '4061'.,web,844820
9/7/2020 19:18:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '10134' viewed the 'assign' activity with course module id '67791'.,web,844820
9/7/2020 19:18:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '10134' viewed the course with id '4061'.,web,844820
9/7/2020 19:18:00,Assignment: Lab05; Repetition Statement,Assignment,Course module viewed,The user with id '10134' viewed the 'assign' activity with course module id '49063'.,web,844820
9/7/2020 19:18:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '10134' viewed the 'assign' activity with course module id '67791'.,web,844820
9/7/2020 19:19:00,Forum: Assignment Topic 4 Submission,Forum,Course module viewed,The user with id '4324' viewed the 'forum' activity with course module id '80275'.,web,GS56561
9/7/2020 19:19:00,Assignment: Lab 07 : Array,Assignment,The status of the submission has been viewed.,The user with id '10134' has viewed the submission status page for the assignment with course module id '76822'.,web,844820
9/7/2020 19:19:00,Course: SSK5507-1: KRIPTOGRAFI DAN PROTOKOL KESELAMATAN (CRYPTOGRAPHY AND SECURITY PROTOCAL),System,Course viewed,The user with id '4324' viewed the course with id '3845'.,web,GS56561
9/7/2020 19:19:00,Assignment: Lab 07 : Array,Assignment,The status of the submission has been viewed.,The user with id '10134' has viewed the submission status page for the assignment with course module id '76822'.,web,844820
9/7/2020 19:19:00,Course: SSK5207-1: UNDANG-UNDANG SIBER DDAN ETIKA (CYBERLAW AND ETHICS),System,Course viewed,The user with id '4324' viewed the course with id '3843'.,web,GS56561
9/7/2020 19:19:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '10134' has viewed the submission status page for the assignment with course module id '67791'.,web,844820
9/7/2020 19:19:00,Course: SSK5207-1: UNDANG-UNDANG SIBER DDAN ETIKA (CYBERLAW AND ETHICS),System,Course viewed,The user with id '4324' viewed the course with id '3843'.,web,GS56561
9/7/2020 19:19:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '10134' viewed the course with id '4061'.,web,844820
9/7/2020 19:19:00,Forum: Announcements,Forum,Course module viewed,The user with id '4324' viewed the 'forum' activity with course module id '81814'.,web,GS56561
9/7/2020 19:19:00,Assignment: Lab 07 : Array,Assignment,Course module viewed,The user with id '10134' viewed the 'assign' activity with course module id '76822'.,web,844820
9/7/2020 19:19:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '10134' viewed the 'assign' activity with course module id '67791'.,web,844820
9/7/2020 19:19:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '10134' viewed the course with id '4061'.,web,844820
9/7/2020 19:19:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '10134' viewed the course with id '4061'.,web,844820
9/7/2020 19:19:00,Assignment: Lab 07 : Array,Assignment,Course module viewed,The user with id '10134' viewed the 'assign' activity with course module id '76822'.,web,844820
9/7/2020 19:19:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '10134' viewed the course with id '4061'.,web,844820
9/7/2020 19:20:00,Course: SKR3201-1: ANTARA RANGKAIAN (INTERNET NETWORKING),System,Course viewed,The user with id '13994' viewed the course with id '3017'.,web,268119
9/7/2020 19:20:00,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '4357' viewed the course with id '3836'.,web,GS56430
9/7/2020 19:20:00,Assignment: GROUP PROJECT,Assignment,Course module viewed,The user with id '4357' viewed the 'assign' activity with course module id '32334'.,web,GS56430
9/7/2020 19:20:00,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '4357' viewed the course with id '3836'.,web,GS56430
9/7/2020 19:20:00,Assignment: GROUP PROJECT,Assignment,The status of the submission has been viewed.,The user with id '4357' has viewed the submission status page for the assignment with course module id '32334'.,web,GS56430
9/7/2020 19:21:00,Course: SKR3309-2: PROTOKOL RANGKAIAN (NETWORK PROTOCOLS),System,Course viewed,The user with id '13994' viewed the course with id '3026'.,web,268119
9/7/2020 19:21:00,Course: SSK4602-2: KOMPUTERAN CERDAS (INTELLIGENT COMPUTING),System,Course viewed,The user with id '13994' viewed the course with id '3119'.,web,268119
9/7/2020 19:22:00,Course: SKR3201-1: ANTARA RANGKAIAN (INTERNET NETWORKING),System,Course viewed,The user with id '13899' viewed the course with id '3017'.,web,548619
9/7/2020 19:22:00,File: quiz 4,File,Course module viewed,The user with id '13899' viewed the 'resource' activity with course module id '93971'.,web,548619
9/7/2020 19:22:00,File: quiz 4,File,Course module viewed,The user with id '13899' viewed the 'resource' activity with course module id '93971'.,web,548619
9/7/2020 19:24:00,Course: SKR3309-2: PROTOKOL RANGKAIAN (NETWORK PROTOCOLS),System,Course viewed,The user with id '28113' viewed the course with id '3026'.,web,857819
9/7/2020 19:24:00,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713
9/7/2020 19:24:00,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713
9/7/2020 19:25:00,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '31490' viewed the course with id '3014'.,web,964820
9/7/2020 19:25:00,Course: SSE5206-1: PENGUKURAN PERISIAN (SOFTWARE MEASUREMENT),System,Course viewed,The user with id '30343' viewed the course with id '3833'.,web,GS51713
9/7/2020 19:25:00,Course: SSK3003-2: STRUKTUR DISKRET (DISCRETE STRUCTURES),System,Course viewed,The user with id '31490' viewed the course with id '3077'.,web,964820
9/7/2020 19:25:00,Course: SSE5206-1: PENGUKURAN PERISIAN (SOFTWARE MEASUREMENT),System,Course viewed,The user with id '30343' viewed the course with id '3833'.,web,GS51713
9/7/2020 19:26:00,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '31490' viewed the course with id '3078'.,web,964820
9/7/2020 19:26:00,"Assignment: FINAL PROJECT REPORT -- DUE JULY 20TH, 2020",Assignment,The status of the submission has been viewed.,The user with id '13899' has viewed the submission status page for the assignment with course module id '92246'.,web,548619
9/7/2020 19:26:00,Assignment: Lab07,Assignment,The status of the submission has been viewed.,The user with id '31490' has viewed the submission status page for the assignment with course module id '77926'.,web,964820
9/7/2020 19:26:00,Assignment: Review Article Submission,Assignment,The status of the submission has been viewed.,The user with id '30343' has viewed the submission status page for the assignment with course module id '87356'.,web,GS51713
9/7/2020 19:26:00,File: Chapter 8 - String and Text I/O,File,Course module viewed,The user with id '31490' viewed the 'resource' activity with course module id '92672'.,web,964820
9/7/2020 19:26:00,"Assignment: FINAL PROJECT REPORT -- DUE JULY 20TH, 2020",Assignment,Course module viewed,The user with id '13899' viewed the 'assign' activity with course module id '92246'.,web,548619
9/7/2020 19:26:00,Course: SSK3100-1: PENGATURCARAAN KOMPUTER I (COMPUTER PROGRAMMING I),System,Course viewed,The user with id '31490' viewed the course with id '3078'.,web,964820
9/7/2020 19:26:00,Assignment: Review Article Submission,Assignment,Course module viewed,The user with id '30343' viewed the 'assign' activity with course module id '87356'.,web,GS51713
9/7/2020 19:26:00,Assignment: Lab07,Assignment,Course module viewed,The user with id '31490' viewed the 'assign' activity with course module id '77926'.,web,964820
9/7/2020 19:26:00,Assignment: Review Article Submission,Assignment,The status of the submission has been viewed.,The user with id '30343' has viewed the submission status page for the assignment with course module id '87356'.,web,GS51713
9/7/2020 19:26:00,Assignment: Review Article Submission,Assignment,Course module viewed,The user with id '30343' viewed the 'assign' activity with course module id '87356'.,web,GS51713
9/7/2020 19:27:00,Quiz: LAB TEST,Quiz,Course module viewed,The user with id '13994' viewed the 'quiz' activity with course module id '95460'.,web,268119
9/7/2020 19:27:00,Course: SKR3305-1: PENGATURCARAAN PYTHON (PYTHON PROGRAMMING),System,Course viewed,The user with id '13994' viewed the course with id '3021'.,web,268119
9/7/2020 19:28:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '11752' has viewed the submission status page for the assignment with course module id '67791'.,web,054920
9/7/2020 19:28:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11752' viewed the 'assign' activity with course module id '67791'.,web,054920
9/7/2020 19:28:00,Assignment: Lab06 : Method,Assignment,Submission form viewed.,The user with id '11752' viewed their submission for the assignment with course module id '67791'.,web,054920
9/7/2020 19:28:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '11752' viewed the course with id '4061'.,web,054920
9/7/2020 19:28:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11752' viewed the 'assign' activity with course module id '67791'.,web,054920
9/7/2020 19:29:00,Assignment: Lab06 : Method,Assignment,Submission form viewed.,The user with id '11752' viewed their submission for the assignment with course module id '67791'.,web,054920
9/7/2020 19:29:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11752' viewed the 'assign' activity with course module id '67791'.,web,054920
9/7/2020 19:30:00,Assignment: Assignment 5,Assignment,Course module viewed,The user with id '5839' viewed the 'assign' activity with course module id '94242'.,web,GS56603
9/7/2020 19:30:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '20802' viewed the 'assign' activity with course module id '90215'.,web,016419
9/7/2020 19:30:00,Course: SSK5514-1: SISTEM PENGESANAN PENCEROBOHAN (INTRUSION DETECTION SYSTEM),System,Course viewed,The user with id '5839' viewed the course with id '3846'.,web,GS56603
9/7/2020 19:30:00,Course: SSK4602-3: KOMPUTERAN CERDAS (INTELLIGENT COMPUTING),System,Course viewed,The user with id '20802' viewed the course with id '3120'.,web,016419
9/7/2020 19:30:00,Assignment: Assignment 5,Assignment,The status of the submission has been viewed.,The user with id '5839' has viewed the submission status page for the assignment with course module id '94242'.,web,GS56603
9/7/2020 19:30:00,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '20802' has viewed the submission status page for the assignment with course module id '90215'.,web,016419
9/7/2020 19:31:00,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '13384' viewed the course with id '3014'.,web,112720
9/7/2020 19:31:00,File: Topic6 w10skr3200,File,Course module viewed,The user with id '13384' viewed the 'resource' activity with course module id '6462'.,web,112720
9/7/2020 19:31:00,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '13384' viewed the course with id '3014'.,web,112720
9/7/2020 19:32:00,Assignment: Lab06 : Method,File submissions,A file has been uploaded.,The user with id '11787' has uploaded a file to the submission with id '162407' in the assignment activity with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '11787' has viewed the submission status page for the assignment with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '11787' has viewed the submission status page for the assignment with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,Submission form viewed.,The user with id '11787' viewed their submission for the assignment with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,A submission has been submitted.,The user with id '11787' has submitted the submission with id '162407' for the assignment with course module id '67791'.,web,564720
9/7/2020 19:32:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '11787' viewed the course with id '4061'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '67791'.,web,564720
9/7/2020 19:32:00,Assignment: Lab06 : Method,File submissions,Submission created.,The user with id '11787' created a file submission and uploaded '1' file/s in the assignment with course module id '67791'.,web,564720
9/7/2020 19:33:00,Assignment: Lab 6,Assignment,The status of the submission has been viewed.,The user with id '13528' has viewed the submission status page for the assignment with course module id '62928'.,web,369619
9/7/2020 19:33:00,Assignment: Lab03: Primitive data Type,Assignment,The status of the submission has been viewed.,The user with id '11787' has viewed the submission status page for the assignment with course module id '34432'.,web,564720
9/7/2020 19:33:00,Course: SSK3313-3: SISTEM PENGOPERASIAN (OPERATING SYSTEM),System,Course viewed,The user with id '13528' viewed the course with id '3105'.,web,369619
9/7/2020 19:33:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '11752' has viewed the submission status page for the assignment with course module id '67791'.,web,054920
9/7/2020 19:33:00,Assignment: Lab 6,Assignment,Course module viewed,The user with id '13528' viewed the 'assign' activity with course module id '62928'.,web,369619
9/7/2020 19:33:00,Assignment: Lab03: Primitive data Type,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '34432'.,web,564720
9/7/2020 19:33:00,Assignment: Lab05; Repetition Statement,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '49063'.,web,564720
9/7/2020 19:33:00,Assignment: Lab06 : Method,File submissions,Submission created.,The user with id '11752' created a file submission and uploaded '1' file/s in the assignment with course module id '67791'.,web,054920
9/7/2020 19:33:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '11787' viewed the course with id '4061'.,web,564720
9/7/2020 19:33:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '11787' viewed the course with id '4061'.,web,564720
9/7/2020 19:33:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '11787' viewed the course with id '4061'.,web,564720
9/7/2020 19:33:00,Assignment: Lab05; Repetition Statement,Assignment,The status of the submission has been viewed.,The user with id '11787' has viewed the submission status page for the assignment with course module id '49063'.,web,564720
9/7/2020 19:33:00,Assignment: Lab02: Primitive Data Type,Assignment,Course module viewed,The user with id '11787' viewed the 'assign' activity with course module id '30190'.,web,564720
9/7/2020 19:33:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11752' viewed the 'assign' activity with course module id '67791'.,web,054920
9/7/2020 19:33:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11752' viewed the 'assign' activity with course module id '67791'.,web,054920
9/7/2020 19:33:00,Assignment: Lab06 : Method,Assignment,A submission has been submitted.,The user with id '11752' has submitted the submission with id '168779' for the assignment with course module id '67791'.,web,054920
9/7/2020 19:33:00,Assignment: Lab06 : Method,File submissions,A file has been uploaded.,The user with id '11752' has uploaded a file to the submission with id '168779' in the assignment activity with course module id '67791'.,web,054920
9/7/2020 19:33:00,Assignment: Lab02: Primitive Data Type,Assignment,The status of the submission has been viewed.,The user with id '11787' has viewed the submission status page for the assignment with course module id '30190'.,web,564720
9/7/2020 19:34:00,File: Chapter 7 Real-Time Software Engineering,File,Course module viewed,The user with id '11450' viewed the 'resource' activity with course module id '84310'.,web,GS57251
9/7/2020 19:34:00,Course: SSK3003-3: STRUKTUR DISKRET(DISCRETE STRUCTURES),System,Course viewed,The user with id '439' viewed the course with id '4487'.,web,1846A0
9/7/2020 19:35:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '1629' viewed the course with id '3780'.,web,GS55555
9/7/2020 19:37:00,Course: SKR3309-1: PROTOKOL RANGKAIAN (NETWORK PROTOCOLS),System,Course viewed,The user with id '13899' viewed the course with id '3025'.,web,548619
9/7/2020 19:37:00,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '28477' has viewed the submission status page for the assignment with course module id '90212'.,web,676219
9/7/2020 19:37:00,Course: SKR3200-7: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '12086' viewed the course with id '3016'.,web,794820
9/7/2020 19:37:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '28477' viewed the 'assign' activity with course module id '90212'.,web,676219
9/7/2020 19:37:00,Attendance: CLASS ATTENDANCE - Week 6 until Week 14,Attendance,Session report viewed,User with id 12086 viewed attendance sessions for student with id 12086,web,794820
9/7/2020 19:40:00,Assignment: Exercise 10,Assignment,The status of the submission has been viewed.,The user with id '12433' has viewed the submission status page for the assignment with course module id '90212'.,web,737919
9/7/2020 19:40:00,Course: SSK4602-4: KOMPUTERAN CERDAS (INTELLIGENT COMPUTING),System,Course viewed,The user with id '12433' viewed the course with id '3121'.,web,737919
9/7/2020 19:40:00,Assignment: Exercise 10,Assignment,Course module viewed,The user with id '12433' viewed the 'assign' activity with course module id '90212'.,web,737919
9/7/2020 19:43:00,Course: SKR3200-2: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '22284' viewed the course with id '3011'.,web,072820
9/7/2020 19:43:00,Course: SSK3207-4: ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN (COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE),System,Course viewed,The user with id '22284' viewed the course with id '3098'.,web,072820
9/7/2020 19:43:00,Attendance: Attendance SKR3200,Attendance,Session report viewed,User with id 22284 viewed attendance sessions for student with id 22284,web,072820
9/7/2020 19:44:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '11817' has viewed the submission status page for the assignment with course module id '67791'.,web,234820
9/7/2020 19:44:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '2150' viewed the course with id '3780'.,web,GS55987
9/7/2020 19:44:00,URL: Credit Score Prediction using Linear Regression,URL,Course module viewed,The user with id '13535' viewed the 'url' activity with course module id '76094'.,web,861419
9/7/2020 19:44:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11817' viewed the 'assign' activity with course module id '67791'.,web,234820
9/7/2020 19:44:00,Course: SSE3001-1: PENGENALAN KEPADA KEJURUTERAAN PERISIAN  (INTRODUCTION TO SOFTWARE ENGINEERING),System,Course viewed,The user with id '18580' viewed the course with id '3052'.,web,138119
9/7/2020 19:44:00,Course: SSK4407-2: ANALITIK BISNES (BUSINESS ANALYTICS),System,Course viewed,The user with id '13535' viewed the course with id '3115'.,web,861419
9/7/2020 19:44:00,Assignment: Lab06 : Method,Assignment,Submission form viewed.,The user with id '11817' viewed their submission for the assignment with course module id '67791'.,web,234820
9/7/2020 19:44:00,BigBlueButtonBN: 2 May Online Class Session 2: 4-5,BigBlueButtonBN,Activity viewed,The user with id '2150' viewed the bigbluebuttonbn activity with id '1054' for the course id '3786'.,web,GS55987
9/7/2020 19:44:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11817' viewed the 'assign' activity with course module id '67791'.,web,234820
9/7/2020 19:45:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11817' viewed the 'assign' activity with course module id '67791'.,web,234820
9/7/2020 19:45:00,Assignment: Lab06 : Method,Assignment,A submission has been submitted.,The user with id '11817' has submitted the submission with id '189113' for the assignment with course module id '67791'.,web,234820
9/7/2020 19:45:00,Assignment: Lab06 : Method,Assignment,The status of the submission has been viewed.,The user with id '11817' has viewed the submission status page for the assignment with course module id '67791'.,web,234820
9/7/2020 19:45:00,Assignment: Lab06 : Method,File submissions,A file has been uploaded.,The user with id '11817' has uploaded a file to the submission with id '189113' in the assignment activity with course module id '67791'.,web,234820
9/7/2020 19:45:00,Assignment: Lab06 : Method,Assignment,Course module viewed,The user with id '11817' viewed the 'assign' activity with course module id '67791'.,web,234820
9/7/2020 19:45:00,Assignment: Lab06 : Method,File submissions,Submission created.,The user with id '11817' created a file submission and uploaded '1' file/s in the assignment with course module id '67791'.,web,234820
9/7/2020 19:46:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '2150' viewed the course with id '3780'.,web,GS55987
9/7/2020 19:46:00,Course: SKR4301-1: PENGURUSAN RANGKAIAN (NETWORK MANAGEMENT),System,Course viewed,The user with id '29648' viewed the course with id '3029'.,web,944619
9/7/2020 19:46:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '12852' viewed the course with id '3780'.,web,GS57774
9/7/2020 19:46:00,Assignment: Group Mini Project,Assignment,The status of the submission has been viewed.,The user with id '29648' has viewed the submission status page for the assignment with course module id '86956'.,web,944619
9/7/2020 19:46:00,Course: SSK3101-4: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '2145' viewed the course with id '3086'.,web,190920
9/7/2020 19:46:00,Course: SSE5206-1: PENGUKURAN PERISIAN (SOFTWARE MEASUREMENT),System,Course viewed,The user with id '1750' viewed the course with id '3833'.,web,GS55408
9/7/2020 19:46:00,Assignment: Group Mini Project,Assignment,Course module viewed,The user with id '29648' viewed the 'assign' activity with course module id '86956'.,web,944619
9/7/2020 19:46:00,Assignment: Review Article Submission,Assignment,The status of the submission has been viewed.,The user with id '1750' has viewed the submission status page for the assignment with course module id '87356'.,web,GS55408
9/7/2020 19:46:00,Assignment: Review Article Submission,Assignment,Course module viewed,The user with id '1750' viewed the 'assign' activity with course module id '87356'.,web,GS55408
9/7/2020 19:46:00,Course: SSE5206-1: PENGUKURAN PERISIAN (SOFTWARE MEASUREMENT),System,Course viewed,The user with id '1750' viewed the course with id '3833'.,web,GS55408
9/7/2020 19:47:00,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 2150 viewed attendance sessions for student with id 2150,web,GS55987
9/7/2020 19:47:00,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7564' viewed the course with id '3014'.,web,154820
9/7/2020 19:47:00,Forum: Quiz 4,Forum,Course module viewed,The user with id '2145' viewed the 'forum' activity with course module id '75063'.,web,190920
9/7/2020 19:48:00,URL: usability testing - MUst watch,URL,Course module viewed,The user with id '23582' viewed the 'url' activity with course module id '80233'.,web,708219
9/7/2020 19:48:00,Course: SSK5207-1: UNDANG-UNDANG SIBER DDAN ETIKA (CYBERLAW AND ETHICS),System,Course viewed,The user with id '4951' viewed the course with id '3843'.,web,GS55463
9/7/2020 19:48:00,Course: SSK3101-4: PENGATURCARAAN KOMPUTER II (COMPUTER PROGRAMMING II),System,Course viewed,The user with id '2145' viewed the course with id '3086'.,web,190920
9/7/2020 19:48:00,Assignment: Lab 14,Assignment,The status of the submission has been viewed.,The user with id '2145' has viewed the submission status page for the assignment with course module id '93092'.,web,190920
9/7/2020 19:48:00,Assignment: Lab 14,Assignment,Course module viewed,The user with id '2145' viewed the 'assign' activity with course module id '93092'.,web,190920
9/7/2020 19:49:00,Forum: Assignment Topic 4 Submission,Forum,Course module viewed,The user with id '4951' viewed the 'forum' activity with course module id '80275'.,web,GS55463
9/7/2020 19:49:00,Assignment: Assignment 1,Assignment,The status of the submission has been viewed.,The user with id '30498' has viewed the submission status page for the assignment with course module id '19941'.,web,GS57888
9/7/2020 19:49:00,Assignment: Assignment 1,Assignment,Course module viewed,The user with id '30498' viewed the 'assign' activity with course module id '19941'.,web,GS57888
9/7/2020 19:49:00,File: Property Right and Software,File,Course module viewed,The user with id '4951' viewed the 'resource' activity with course module id '80268'.,web,GS55463
9/7/2020 19:50:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594
9/7/2020 19:50:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '30498' viewed the course with id '3780'.,web,GS57888
9/7/2020 19:51:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594
9/7/2020 19:51:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596
9/7/2020 19:51:00,Course: SSK3100-2: PENGATURCARAAN KOMPUTER I(COMPUTER PROGRAMMING I),System,Course viewed,The user with id '7564' viewed the course with id '4061'.,web,154820
9/7/2020 19:51:00,Course: SKR3200-5: KOMUNIKASI DAN RANGKAIAN KOMPUTER (COMMUNICATION AND COMPUTER NETWORKS),System,Course viewed,The user with id '7564' viewed the course with id '3014'.,web,154820
9/7/2020 19:52:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '1629' viewed the course with id '3780'.,web,GS55555
9/7/2020 19:52:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 4357 viewed attendance sessions for student with id 4357,web,GS56430
9/7/2020 19:52:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 31211 viewed attendance sessions for student with id 31211,web,GS47596
9/7/2020 19:52:00,"Attendance: Attendance Online (30-Apr, 7-May, 14-May, 16-May, 11-June, 18-June, 2-July, 9-July, 16-July, 18-July, 23-July &amp; 25-July)",Attendance,Session report viewed,User with id 1629 viewed attendance sessions for student with id 1629,web,GS55555
9/7/2020 19:52:00,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '30343' viewed the course with id '3836'.,web,GS51713
9/7/2020 19:52:00,Course: SIM5202-1: KEJURUTERAAN PERISIAN LANJUTAN (ADVANCED SOFTWARE ENGINEERING),System,Course viewed,The user with id '31716' viewed the course with id '3780'.,web,GS58041
9/7/2020 19:52:00,Course: SSE5206-1: PENGUKURAN PERISIAN (SOFTWARE MEASUREMENT),System,Course viewed,The user with id '6796' viewed the course with id '3833'.,web,GS52430
9/7/2020 19:52:00,Attendance: Attendance for July,Attendance,Session report viewed,User with id 8707 viewed attendance sessions for student with id 8707,web,GS55594
9/7/2020 19:52:00,BigBlueButtonBN: Online Class 9th July 2020,BigBlueButtonBN,Meeting created,The user with id '1278' created a bigbluebutton meeting for the bigbluebuttonbn activity with id '2278' for the course id '3836'.,web,0926A0
9/7/2020 19:52:00,Course: SSE5305-1: KEJURUTERAAN WEB (WEB ENGINEERING),System,Course viewed,The user with id '6796' viewed the course with id '3836'.,web,GS52430
